target_chembl_id, target_uniprot_id, pref_name, canonical_smiles, IC50 uM, assay_chembl_id, molecule_chembl_id
CHEMBL1950, P01008, Antithrombin-III, CCCCCCN(S(=O)(=O)c1ccc(O)c(O)c1)S(=O)(=O)c1ccc(O)c(O)c1, 300000.0, CHEMBL1072392, CHEMBL596879
CHEMBL2051, P03468, Neuraminidase, CC(=O)N[C@@H]([C@H](O)[C@H](O)CO)[C@H]1OC(O)(C(=O)O)C[C@@H]1O, 40000.0, CHEMBL882330, CHEMBL115522
CHEMBL2051, P03468, Neuraminidase, CCCCC(NC(C)=O)[C@@H]1CC(C(=O)O)C[C@H]1N=C(N)N, 100.0, CHEMBL882330, CHEMBL119140
CHEMBL2051, P03468, Neuraminidase, CC(=O)N[C@@H]1[C@@H](O)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO, 10000.0, CHEMBL882330, CHEMBL96712
CHEMBL2051, P03468, Neuraminidase, CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N, 1.4, CHEMBL882330, CHEMBL139367
CHEMBL2051, P03468, Neuraminidase, CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO, 2.0, CHEMBL808314, CHEMBL222813
CHEMBL2051, P03468, Neuraminidase, CC(=O)N[C@@H]1[C@@H](NC(=O)OC(C)(C)C)C=C(C(=O)OC(c2ccccc2)c2ccccc2)O[C@H]1c1n[nH]c(Cc2ccccc2)n1, 87000.0, CHEMBL808314, CHEMBL305240
CHEMBL2051, P03468, Neuraminidase, CC(=O)N[C@@H]1[C@@H](N)C=C(C(=O)O)O[C@H]1c1nc(C)no1, 23000.0, CHEMBL808314, CHEMBL303175
CHEMBL2051, P03468, Neuraminidase, CCCn1nc([C@@H]2OC(C(=O)OC(c3ccccc3)c3ccccc3)=C[C@H](NC(=O)OC(C)(C)C)[C@H]2NC(C)=O)nc1Cc1ccccc1, 12000.0, CHEMBL808314, CHEMBL70627
CHEMBL2051, P03468, Neuraminidase, CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O, 2.2, CHEMBL882330, CHEMBL674
CHEMBL2051, P03468, Neuraminidase, CC(=O)N[C@@H]1[C@@H](N)C=C(C(=O)O)O[C@H]1c1nc(-c2ccccc2)no1, 14000.0, CHEMBL808314, CHEMBL308831
CHEMBL2051, P03468, Neuraminidase, CCCn1nc(Cc2ccccc2)nc1[C@@H]1OC(C(=O)OC(c2ccccc2)c2ccccc2)=C[C@H](NC(=O)OC(C)(C)C)[C@H]1NC(C)=O, 70.0, CHEMBL808314, CHEMBL302133
CHEMBL2051, P03468, Neuraminidase, CC(=O)N[C@@H]1[C@@H](N)C=C(C(=O)O)O[C@H]1c1nc(Cc2ccccc2)no1, 99000.0, CHEMBL808314, CHEMBL303919
CHEMBL2051, P03468, Neuraminidase, CCCN(CCc1ccccc1)C(=O)[C@@H]1OC(C(=O)O)=C[C@H](N)[C@H]1NC(C)=O, 2.0, CHEMBL808314, CHEMBL73669
CHEMBL2051, P03468, Neuraminidase, CC(=O)N[C@@H]1[C@@H](N)C=C(C(=O)O)O[C@H]1C(=O)NCCc1ccccc1, 12000.0, CHEMBL808314, CHEMBL71078
CHEMBL2051, P03468, Neuraminidase, CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO, 2.3, CHEMBL882330, CHEMBL222813
CHEMBL2051, P03468, Neuraminidase, CCCCc1noc([C@@H]2OC(C(=O)O)=C[C@H](N)[C@H]2NC(C)=O)n1, 56000.0, CHEMBL808314, CHEMBL72024
CHEMBL2051, P03468, Neuraminidase, CC(=O)NC[C@H]1C[C@@H](C(=O)O)C[C@@H]1NC(=N)N, 115000.0, CHEMBL882330, CHEMBL118070
CHEMBL2051, P03468, Neuraminidase, CCCCc1nnc([C@@H]2OC(C(=O)O)=C[C@H](N)[C@H]2NC(C)=O)n1CCC, 330.0, CHEMBL808314, CHEMBL70936
CHEMBL2051, P03468, Neuraminidase, CCCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NS(C)(=O)=O, 25000.0, CHEMBL751101, CHEMBL52862
CHEMBL2051, P03468, Neuraminidase, CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O, 1.0, CHEMBL751101, CHEMBL674
CHEMBL2051, P03468, Neuraminidase, CCCO[C@@H]1C=C(C(=O)O)C[C@H](/N=C/N)[C@H]1NC(C)=O, 140.0, CHEMBL751101, CHEMBL53507
CHEMBL2051, P03468, Neuraminidase, CCCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(=O)CC, 1500.0, CHEMBL751101, CHEMBL53768
CHEMBL2051, P03468, Neuraminidase, CCCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O, 130.0, CHEMBL751101, CHEMBL54758
CHEMBL2051, P03468, Neuraminidase, CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1OCCC(F)(F)F, 225.0, CHEMBL751101, CHEMBL53049
CHEMBL2051, P03468, Neuraminidase, C=CCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O, 2200.0, CHEMBL751101, CHEMBL53050
CHEMBL2051, P03468, Neuraminidase, COCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O, 2000.0, CHEMBL751101, CHEMBL54806
CHEMBL2051, P03468, Neuraminidase, CCCO[C@@H]1C=C(C(=O)O)C[C@H](N=C(N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F, 1.8, CHEMBL751101, CHEMBL55921
CHEMBL2051, P03468, Neuraminidase, CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1OC1CCCCC1, 60.0, CHEMBL751101, CHEMBL51955
CHEMBL2051, P03468, Neuraminidase, CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1Oc1ccccc1, 530.0, CHEMBL751101, CHEMBL298659
CHEMBL2051, P03468, Neuraminidase, CCCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(=O)C(F)(F)F, 1400.0, CHEMBL751101, CHEMBL52195
CHEMBL2051, P03468, Neuraminidase, CCCO[C@@H]1C=C(C(=O)O)C[C@H](/N=C(\N)NC)[C@H]1NC(C)=O.O=C(O)C(F)(F)F, 4.6, CHEMBL751101, CHEMBL432329
CHEMBL2051, P03468, Neuraminidase, CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1OC1CCCC1, 22.0, CHEMBL751101, CHEMBL54479
CHEMBL2051, P03468, Neuraminidase, CCC(CC)N[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O, 85.0, CHEMBL748875, CHEMBL320978
CHEMBL2051, P03468, Neuraminidase, CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O, 1.3, CHEMBL748875, CHEMBL674
CHEMBL2051, P03468, Neuraminidase, CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1N, 31000.0, CHEMBL748875, CHEMBL115466
CHEMBL2051, P03468, Neuraminidase, CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1NCCCc1ccccc1, 1640.0, CHEMBL748875, CHEMBL325456
CHEMBL2051, P03468, Neuraminidase, CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1N1CCCCCCC1, 26.0, CHEMBL748876, CHEMBL22350
CHEMBL2051, P03468, Neuraminidase, CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1N1CCCCCCCC1, 75.0, CHEMBL748876, CHEMBL423292
CHEMBL2051, P03468, Neuraminidase, CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O, 1.0, CHEMBL748876, CHEMBL674
CHEMBL2051, P03468, Neuraminidase, CCC1CCN([C@@H]2C=C(C(=O)O)C[C@H](N)[C@H]2NC(C)=O)CC1, 52.0, CHEMBL748876, CHEMBL25333
CHEMBL2051, P03468, Neuraminidase, CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1N1C2CCCC1CC2, 32.0, CHEMBL748876, CHEMBL22808
CHEMBL2051, P03468, Neuraminidase, CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1N1CCN(C)CC1, 1900.0, CHEMBL748876, CHEMBL282465
CHEMBL2051, P03468, Neuraminidase, CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1N1CCCCC1, 25.0, CHEMBL748876, CHEMBL23009
CHEMBL2051, P03468, Neuraminidase, CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1N1CCCCC[C@@H]1CO, 8.0, CHEMBL748876, CHEMBL25549
CHEMBL2051, P03468, Neuraminidase, CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1N1CCCCCC1, 35.0, CHEMBL748876, CHEMBL278852
CHEMBL2051, P03468, Neuraminidase, CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1N1CCC(C)CC1, 51.0, CHEMBL748876, CHEMBL25495
CHEMBL2051, P03468, Neuraminidase, CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1N1CCCC1, 310.0, CHEMBL748876, CHEMBL280383
CHEMBL2051, P03468, Neuraminidase, CCC1(CC)CN([C@@H]2C=C(C(=O)O)C[C@H](N)[C@H]2NC(C)=O)C1, 265.0, CHEMBL748876, CHEMBL22349
CHEMBL2051, P03468, Neuraminidase, CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1N1CCC1, 1000.0, CHEMBL748876, CHEMBL406252
CHEMBL2051, P03468, Neuraminidase, CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1N1CCOCC1, 260.0, CHEMBL748876, CHEMBL22803
CHEMBL2051, P03468, Neuraminidase, CCCC1CCN([C@@H]2C=C(C(=O)O)C[C@H](N)[C@H]2NC(C)=O)CC1, 40.0, CHEMBL748876, CHEMBL22943
CHEMBL2051, P03468, Neuraminidase, CCCCC(C)NC(=O)C(NC(C)=O)[C@H]1CC(C(=O)O)C[C@@H]1N=C(N)N, 8700.0, CHEMBL752577, CHEMBL56485
CHEMBL2051, P03468, Neuraminidase, CCCN(CCC)C(=O)C(NC(C)=O)[C@H]1C[C@](O)(C(=O)O)C[C@@H]1N=C(N)N, 4900.0, CHEMBL752577, CHEMBL58538
CHEMBL2051, P03468, Neuraminidase, CC(=O)NC(C(=O)N(C)C(C)C)[C@H]1CC(C(=O)O)C[C@@H]1N=C(N)N, 3210.0, CHEMBL752577, CHEMBL58028
CHEMBL2051, P03468, Neuraminidase, CCCN(CC1CC1)C(=O)C(NC(C)=O)[C@H]1CC(C(=O)O)C[C@@H]1N=C(N)N, 200.0, CHEMBL752577, CHEMBL292393
CHEMBL2051, P03468, Neuraminidase, CCN(CC)C(=O)C(NC(C)=O)[C@H]1CC(C(=O)O)C[C@@H]1N=C(N)N, 15.0, CHEMBL752577, CHEMBL301435
CHEMBL2051, P03468, Neuraminidase, CCC(CC)NC(=O)C(NC(C)=O)[C@H]1CC(C(=O)O)C[C@@H]1N=C(N)N, 80.0, CHEMBL752577, CHEMBL57142
CHEMBL2051, P03468, Neuraminidase, CC(=O)NC(C(=O)N1CC(C)CC(C)C1)[C@H]1CC(C(=O)O)C[C@@H]1N=C(N)N, 3500.0, CHEMBL752577, CHEMBL292198
CHEMBL2051, P03468, Neuraminidase, CC(=O)NC(C(=O)N1CCSCC1)[C@H]1CC(C(=O)O)C[C@@H]1N=C(N)N, 230.0, CHEMBL752577, CHEMBL411601
CHEMBL2051, P03468, Neuraminidase, C=CCNC(=O)C(NC(C)=O)[C@H]1CC(C(=O)O)C[C@@H]1N=C(N)N, 720.0, CHEMBL752577, CHEMBL292229
CHEMBL2051, P03468, Neuraminidase, CCCCN(CC)C(=O)C(NC(C)=O)[C@H]1CC(C(=O)O)C[C@@H]1N=C(N)N, 430.0, CHEMBL752577, CHEMBL57683
CHEMBL2051, P03468, Neuraminidase, CC(=O)NC(C(=O)N1CCCCCC1)[C@H]1CC(C(=O)O)C[C@@H]1N=C(N)N, 990.0, CHEMBL752577, CHEMBL293591
CHEMBL2051, P03468, Neuraminidase, CCCCNC(=O)C(NC(C)=O)[C@H]1CC(C(=O)O)C[C@@H]1N=C(N)N, 9900.0, CHEMBL752577, CHEMBL292620
CHEMBL2051, P03468, Neuraminidase, CCCCN(C)C(=O)C(NC(C)=O)[C@H]1CC(C(=O)O)C[C@@H]1N=C(N)N, 2400.0, CHEMBL752577, CHEMBL301478
CHEMBL2051, P03468, Neuraminidase, CC(=O)NC(C(=O)N1CCCC(C)C1)[C@H]1CC(C(=O)O)C[C@@H]1N=C(N)N, 2550.0, CHEMBL752577, CHEMBL58569
CHEMBL2051, P03468, Neuraminidase, CC(=O)NC(C(=O)N1CCCCC1)[C@H]1CC(C(=O)O)C[C@@H]1N=C(N)N, 150.0, CHEMBL752577, CHEMBL57800
CHEMBL2051, P03468, Neuraminidase, CC(=O)NC(C(=O)O)[C@@H]1CCC(=C2SCCCS2)C1, 25000.0, CHEMBL752577, CHEMBL57348
CHEMBL2051, P03468, Neuraminidase, CCN(CC)C(=O)C(NC(C)=O)[C@H]1C[C@@H](C(=O)O)C[C@@H]1N=C(N)N, 7.0, CHEMBL752577, CHEMBL299934
CHEMBL2051, P03468, Neuraminidase, CCCN(CCC)C(=O)C(NC(C)=O)[C@H]1C[C@@](O)(C(=O)O)C[C@@H]1N=C(N)N, 470.0, CHEMBL752577, CHEMBL292845
CHEMBL2051, P03468, Neuraminidase, C=CCN(C)C(=O)C(NC(C)=O)[C@H]1CC(C(=O)O)C[C@@H]1N=C(N)N, 650.0, CHEMBL752577, CHEMBL60863
CHEMBL2051, P03468, Neuraminidase, CCN(Cc1ccccc1)C(=O)C(NC(C)=O)[C@H]1CC(C(=O)O)C[C@@H]1N=C(N)N, 670.0, CHEMBL752577, CHEMBL56700
CHEMBL2051, P03468, Neuraminidase, CC(=O)NC(C(=O)N1CCCCC1C)[C@H]1CC(C(=O)O)C[C@@H]1N=C(N)N, 240.0, CHEMBL752577, CHEMBL294700
CHEMBL2051, P03468, Neuraminidase, CCN(CCO)C(=O)C(NC(C)=O)[C@H]1CC(C(=O)O)C[C@@H]1N=C(N)N, 720.0, CHEMBL752577, CHEMBL294390
CHEMBL2051, P03468, Neuraminidase, CC(=O)NC(C(=O)O)[C@@H]1CCC(=C2SCCCS2)C1, 7.0, CHEMBL752577, CHEMBL57348
CHEMBL2051, P03468, Neuraminidase, CC(=O)NC(C(=O)O)[C@@H]1CCC(=C2SCCCS2)C1, 43.0, CHEMBL752577, CHEMBL57348
CHEMBL2051, P03468, Neuraminidase, CC(=O)NC(C(=O)NC(C)CC(C)C)[C@H]1CC(C(=O)O)C[C@@H]1N=C(N)N, 8400.0, CHEMBL752577, CHEMBL57350
CHEMBL2051, P03468, Neuraminidase, CCNC(=O)C(NC(C)=O)[C@H]1CC(C(=O)O)C[C@@H]1N=C(N)N, 330.0, CHEMBL752577, CHEMBL60856
CHEMBL2051, P03468, Neuraminidase, CCCCC(CC)NC(=O)C(NC(C)=O)[C@H]1CC(C(=O)O)C[C@@H]1N=C(N)N, 1800.0, CHEMBL752577, CHEMBL59528
CHEMBL2051, P03468, Neuraminidase, CCN(CC)C(=O)C(NC(C)=O)[C@H]1C[C@@](O)(C(=O)O)C[C@@H]1N=C(N)N, 1600.0, CHEMBL752577, CHEMBL60631
CHEMBL2051, P03468, Neuraminidase, COCC(C)NC(=O)C(NC(C)=O)[C@H]1CC(C(=O)O)C[C@@H]1N=C(N)N, 4400.0, CHEMBL752577, CHEMBL301664
